author,date,score,content
mdlslt1983,"Aug 26, 2022",9,"Way better than we expected
I saw this movie with my wife in streaming and wow I was really surprised , it was a great blast. The last forty minutes are the most adrenalinic and action pack. Rarely a sequel is better than the original but this is one of those cases."
dollfacecrafter,"Jan 24, 2023",6,"just ok
Dont believe all the hype

this movie is just ok

the action is pretty good

I guess you have to like this kind of movie, I though the first one was just OK , too

thought it would be better.

Tom Cruise did look really good still

the beach scene was cool

did not like Miles Teller's character or his mustache, yuck.

I love Jon Hamm

Jennifer Connelly is great.

Some pretty far fetched scenarios

I like the smug one, who played ""Chad"" in Scream Queens

I like Lady Gaga's song

not much background on Tom Cruise's character and what happened to Kelly McGillis' character?? Not enough back story, too much fighter pilot stuff, blah blah blah."
GoatOfNeptune,"Dec 30, 2022",2,"Perfect Propaganda
This is a nearly flawless propaganda movie that fits in the 2020s. Its a clean advertisement for lockheed martin and the military aircraft industry. Comparing it to the first Top Gun, there are some differences: The military is now woke and not only consists of white men, but also of other ethnies and women, though they are only allowed in the second row. The sexualised relationship in the first movie is toned down and replaced with family values and also hints of homo erotism between the male characters. The enemys are never shown as in the first movie, you never see their faces, its just briefly mentioned, that this is a nato operation against a nuclear plant - you could also argue that this is an aggressive act of war, not covered by the UN. But politics are not discussed, the military is just a tool - and the heros just work for the hegemonic position of the usa and dont bother committing a war crime. But as the soldiers the viewers are not allowed to think about it, because if you think, you are dead. Thats the main message of the movie."
styleupmnl,"Jun 11, 2022",10,"BEST MOVIE SINCE MY EXISTENCE
Please watch and see for yourself why I rated 10!!! Tom Cruise is still the best actor of all time. This movie gave me mixed feelings. Excitement, nostalgia, awe and all good emotions there is! Kudos to all the casts for doing a job well done. Better than Top Gun 1! 👏👏👏"
charlesallenmail,"Jul 6, 2022",9,"Great Homage to the Original
This movie, while great on its own, was a great Homage to the original. The opening evokes great memories and how they pulled in Ice Man was a great way to do it."
DaRicoPenguin,"Sep 2, 2022",9,"First sequel filmed decades later that actually lands
The thing that I really enjoyed about Maverick is that it took what made the first Top Gun so likeable and just built on that. All the new characters are fun and the story line is so simple but it works great.

I wasn't a huge fan of the opening scene where Tom Cruise hits mach 10, but the rest of the movie was super enjoyable. My favorite scene had to be where Maverick proves that their sequence can be done and does it in 2:15 cementing his pilot dominance.

The final mission was a great mix of intense and satisfying when you see all the moving parts coming together that we saw during the training montages and scenes. I especially liked the Rooster and Maverick dynamic there at the end of the movie.

No politics or unnecessary messages. Just a simple story with awesome shots of F18's and a cool mission.

Really my only gripe was the first scene, it wasn't horrible or anything. It just felt a little out of place maybe?

9/10."
aurajbipolar,"Jun 17, 2022",10,"Thanks for the sequel.. BRILLIANT it WAS!
This sequel brought back a lot of memories to me of the first 'Top Gun'. It was a great ride back to the beginning and a great ride into the new. My daughter and i enjoyed every minute of if. Congrats to Tom Cruise and everyone involved in this film. BRILLIANT AND THANK YOU!"
billy_goz,"Jun 1, 2022",9,"What a way to start the summer!
If you are looking for a movie to bring back some memories (if you remember the original) and blow you away, this is the movie for you!! Tom Cruise does not disappoint, neither does the supporting cast.

From what I have read and heard there was substantial commitment from the actors and the Navy involved in the film. Some of the piloting is just nearly unbelievable. I am going to see it a second time soon. Breaking sales records and closing in on a billion dollars already.

I do like that the enemy the U. S. faces is un named and doesn't fuel any current conflicts. Really does set up the next generation of pilots to take over the job if Mr. Cruise decides to step away. A touching nod to Val Kilmer's character lends to the turmoil Maverick faces as an aging pilot.

Worth the price of admission and going to be one that hits top marks for summer blockbusters."
thill294,"Jun 2, 2022",9,"36 Years between Top Gun dates.
So glad we decided to take a chance on this one. TGM is why we go to the movies!

In 1986 I was 13 years old and I asked a girl I had a crush on to go to see the new Tom Cruise movie. I knew she liked planes so I figured it was worth a shot.

She said Yes!

36 years later I asked my wife to go see the new Tom Cruise movie.

She said Yes!

Same Girl\Woman both times.

Top Gun is my wife's favorite movie, she still loves planes.

I am so grateful that they did not mess this movie up."
ianharrison747,"Feb 1, 2023",6,"Wooden
No spoilers here. I can't remember what it was actually about. I was baffled, bored and broken after an hour. Acting wooden, cgi unrealistic , script formulaic and lacking any originality, casting wrong. Even Tom looks tarnished and nobody else had any charisma. Penny was ok but had seriously massive and weird eyebrows.

Wasn't' sure if it was a public relations film for the military or a naff Navy advert. Ok I was only watching it at home on a medium screen and able to make a cup of tea but I shouldn't have to endure a big screen, rumbling jets, simmering loud Zimmer, or thundering surround sound to enjoy a movie.

Really sorry but this was so lacking depth and integrity it was on par with having dinner with Trump."
bluexjay,"May 31, 2022",10,"Fun, Hopeful and Uplifting
Great film, left the theater in high spirits. Tom Cruise proves he is a true star, accompanied by a fantastic cast of young pilots. The music and visuals were amazing. Highly recommend. Simple story, but a real gem! We need films like this, especially in these dark times."
kmchugh-88331,"May 25, 2022",6,"Don't be fooled by the high rating.
It was ok, but not a great movie. Predictable. Good flying scenes though. After hearing so much positive was really looking for a Forrest Gump, Shawshank. Not even close."
HeroOfTomorrow,"Jan 2, 2023",4,"Amazing aerial acrobatics... and nothing else
I'm late to the party. I know. But with all the praise Top Gun: Maverick got, we thought this would be a great popcorn flick to satiate our January-first couch potato needs.

Were we ever mistaken! I don't know what type of reality distortion field the reviewers of this movie currently reside in, but I'm not even sure we watched the same film.

The good: every single aerial scene had us on the edge of our seat. Amazing cinematography, flight choreography, and it felt like we were there. No idea how they pulled this off - we were blown away.

The bad: literally everything else. Director Kosinski is back, continuing his trend of not caring about humans in this clinically directed nightmare. Every character comes across as a stand-in, which leave you looking for superlatives for the word ""cliche"". (Cliche-est?) the dialogue is borderline parody, with my partner and I taking turns predicting the next line with shocking accuracy. Then, the plot is complete nonsense for a variety of reasons:

1. Really cool that Top Gun graduates are ""elite"", but... why not hire pilots with, you know, real world experience... like OLDER Top Gun graduates?! This is a serious plot hole that gets dumber the more you think about it. ""Let's hire talented rookies to fly this key mission!"" - why?!

2. Three weeks. That's how long the writers continuously emphasize these rookies have to train. Which, on its face, is already absolutely ridiculous - but then, the training gets SHORTENED - meaning that the hour of sequences you just watched, happened in... just a couple days? The timeline makes ZERO sense here.

3. Maybe, if you want us to care about our characters, you can help us understand the stakes? Pretty basic stuff. This movie is only a 2-hour first act, followed by the finale, where the team fight literally faceless baddies in the mountains somewhere. The rest of the stakes are petty, borderline-ridiculous interpersonal conflicts.

Everything coalesces into an ooze of bad, with a script seemingly written by a 12-year-old, acting so cringe it'll make you lose hair (stop TRYING so hard, Jennifer Connolly), and a soundtrack so gratingly sentimental it made us want to mute our speakers. The original Top Gun was a dumb mess, and I'm glad to see the sequel outdoing it in stupidity."
deano-83801,"Jun 2, 2022",10,"Loved it , enough said
Was kinda meh about seeing it , but was the only thing left I haven't seen .

Well I'm glad I did go and watch ,

Story line was great , acting was good and total nostalgia moments with maverick and the crew."
tinoaj,"Jul 5, 2022",9,"Top Film is Top Gun
Classic but epic. Better watch at the cinema!

Tom never disappoints (you're cool man! Maybe it's appropriate if you were Iron Man).

After all, this is a classic movie as we all know but it's nice and epic!"
christyhunter,"Oct 10, 2022",9,"I wish I would've been able to see this at the theatres.
What a great movie! The summer of 1986 was one my GenX self will never forget! The most memorable thing that year was this little movie called ""Top Gun"". Over the years, I wondered if they would ever dare make a sequel & whether it would be as good as the first. Often, they aren't. This one was definitely surprising! I was very impressed.

I appreciated the current flying techniques, seeing the different types of aircraft, & following a mission.

I was also happy to see Mav find another love interest (and who better than Jennifer Connelly).

His tension w/Rooster was palpable & the Hangman/Rooster relationship mirrored his w/Iceman.

If I were to make any critiques, they are minor. I wondered during the span of the movie where all of Maverick's bravado & cockiness went. He was so sure of himself & arrogant about his flying ability in the original & deservedly so. I was so happy to see Val Kilmer in the film! I wish they didn't have him die, though. I kept hoping I'd see Slider, Cougar, Hollywood, & Merlin come back for the funeral. That was a bit disappointing, but overall, high marks for Vol ll of the Top Gun films."
kevonthego-14067,"Aug 19, 2022",9,"Stuff wrong - who cares - enjoy.
Yes there are things wrong. No - the mission/planes are not what would happen. Sure Tom would not still be a captain.

Thing is... none of this matters. This is a loving and fitting sequel and with a touching cameo from Ice Man. F14 saves the day ... Honest - there is nothing to not love. If you grew up watching the first you will love this. If you were not born when the first one came out and found it later in life - you will love this one.

Only advice I would give is watch the first one then enjoy."
wdndwfn,"Aug 31, 2022",10,"SPEECHLESS !!!!
What a FILM.. in this day and age it's the film we all needed. Action packed, took me back to how films were properly made, I couldn't find one fault with this film, It really took me on a journey of emotions. This deserves multiple Oscars.... I am tearing up as I write this. From the Soundtrack to the acting was all 10/10. Tom Cruise really nailed this one and the supporting cast, can't wait to get to work and tell people it's a MUST watch.... If I was 20 years younger this would make me join the Navy detailing Top Gun inspired me, if there's any reason to want to fly a fight jet then this would be it."
nicholashulbert,"Aug 26, 2022",10,"Hollywood Finally Makes A Movie For Fans
Hollywood, or perhaps just Tom and Jerry (Cruise/Bruckheimer), have decided to give the fans what we want. Entertaining action and drama, an original story, good acting and writing, AND NO POLITICS! It was so great to slip away for a couple of hours into the Top Gun world and just be entertained without having some Hollywood hypocrite jam a political message down my throat."
SAMTHEBESTEST,"May 24, 2022",7,"A blockbuster sequel that flies higher than the predecessor.
Top Gun Maverick (2022) : Movie Review -

Top Gun (1986) was a film that gave Tom Cruise a new image and a large following. It was a trendsetter for him, and probably the only second action film that got him a cult following for years after the Mission Impossible series. Tony Scott's aerial action drama was a huge hit at the box office, and people were wondering why the sequel wasn't made for years. Late sequels are usually considered unworthy, but there are a few exceptions. Now I can say, late sequels aren't worthy enough, unless it's Top Gun Maverick kind of stuff. The Top Gun sequel is too late, but it is worth the wait. I wasn't even born when Top Gun was released, but I have seen the film multiple times on TV. I recently saw it again to prepare for the sequel, and I can say out loud that the sequel has surpassed the first film. It exceeds all expectations, including the demand for scripts and advanced technologies. The age gap is filled very smartly and all the modern mass elements are put together nicely. Rather, I'd say, the action mania is much bigger and better than its predecessor.

Test pilot Captain Pete ""Maverick"" Mitchell has purposely dodged an advancement in rank to continue flying after thirty-six years of service. He is summoned to train a detachment of TOPGUN graduates for a specialised mission the likes of which no living pilot has ever seen. Maverick encounters Lt. Bradley Bradshaw (Miles Teller), call sign: ""Rooster,"" the son of Maverick's late friend and Radar Intercept Officer Lt. Nick Bradshaw, aka ""Goose."" Facing an uncertain future and confronting the ghosts of his past, Maverick is drawn into a confrontation with his own deepest fears, culminating in a mission that demands the ultimate sacrifice from those who will be chosen to fly it. He meets Penny (Jennifer Connelly), a single mother, and starts a new love affair. With the help of Rooster, Penny, and other team members at Top Gun, Maverick eyes achieving an impossible mission.

Top Gun Maverick fulfils all the demands of the script, challenging the disadvantages of the late sequel. Usually, the late sequels go wrong with the main characters because they damage the main source material. With Top Gun Maverick, however, the scene is different. Peter Craig and Justin Marks take care of the writing department like a newborn child. They keep the essence alive and do not harm the main character. Even the new characters aren't bad at all. The entire team is fresh and looks like a perfect fit for the new story. However, the character of Penny spoils the rhythm a bit. What happened to Charlie (Kelly McGillis), the previous love interest of Maverick? Had they given a proper explanation to that character, I think I would have loved Penny's characters even better. The second bad thing about the film is its overuse of cinematic liberty on a few occasions. You can't accept a person to be clean and alive after his jet is shot high up there. Anyway, let's not give away any spoilers. The screenplay has a turbo speed and the overall writing still clarifies the mission in a foggy atmosphere.

Tom Cruise, the ageless fella. What charisma he has, especially with this character. It's a tailor-made role, and he measures all the corners perfectly. The new Maverick will make you fall in love with Tom Cruise again, and all that previous nostalgia will fade away this time. He sets the bar high this time, not just as an actor but as an on-screen persona too. I will never forget Miles Teller for his outstanding performance in Whiplash (2014), and recently he amazed me again with ""The Offer"" (2022). He plays a very predictable character here, who is in the backseat most of the time. This does not count as one of his finest roles, but he's not a big letdown either. Jennifer Connelly looks gorgeous, not better than Kelly McGillis, of course, but let's just forget that deliberated 'love interest character' for the sake of cinematic mass appeal. The roles of Jon Hamm, Glen Powell, Lewis Pullman and Ed Harris are well written and well executed. Val Kilmer may make you emotional with his cameo, while Lewis Pullman, Monica Barbaro, Charles Parnell, Jay Ellis and Danny Ramirez have got nothing new to offer, but fairly decent, indeed.

What takes Top Gun Maverick a notch higher is the big-screen extravaganza. The action spectacle is brilliantly shot and tremendously well edited. The aerial action scenes are truly breathtaking, whereas the background score literally stops your heartbeat for a moment. Watching Top Gun (1986) in today's time certainly makes it look updated, but the action sequences in this sequel are designed in such a way that you will enjoy watching them even after 10 years. Yes, there are a few cliches, the comeback and all, but it's a mass market product afterall.

Joseph Kosinski's previous outing with Tom Cruise - ""Oblivion"" (2013), came out as a terrible film. So, Top Gun Maverick is a terrific improvement for them. Joseph has a commendable job while dealing with the pressure of the sequel, nostalgia, and new-age improvisation. Top Gun Maverick is a top-class sequel for all the Top Gun and Tom Cruise fans out there, and the biggest credit goes to director Joseph Konsinski for that. He gambles with the idea of an aged legacy teaching something to new blood, and delivers an action-packed, blockbuster sequel by all means. Top Gun: Maverick is a big-screen experience that can't be missed. Do try to watch it in IMAX, and I'm sure it will be worth more than that expensive bowl of popcorn.

RATING - 7/10*"
sayandot,"Aug 24, 2022",9,"An emotional roller coaster with jampacked action.
Tom Cruise sir proves he is still the best action hero of all time even at 60. The chemistry between Jennifer Connelly-Tom Cruise and Miles Turner- Tom Cruise. Rest of the cast and crew are also very fantastic. This is arguably the best of 2022 along with RRR and Everything Everywhere All At Once."
shakercoola,"Jun 12, 2022",7,"Visceral blast of afterburner thrills
An American action film; A story about one of the US Navy's top aviators, who, after more than thirty years of service, dodging the advancement in rank that would ground him, is approached for a career-defining mission. As a long-awaited sequel to one of the top ten box-office successes of the 1980s, comparisons will be made with the original - in the sky it flew, on the ground it faltered; aerial sequences were arresting but it had a washout romantic pairing - but thirty-six years later it is not as thick with American exceptionalism, competitive machismo, and macho posturing, which made the original film distinctive but crude. Tom Cruise brings the same alacrity, if not the same vigour, but he has good presence. There's a return to the thematic cues and hallmarks which are enjoyable, but it doesn't retread the same story. A different theme this time - letting go of the past in order to move on - is simple, but it will be poignant and nostalgic for some seeing Cruise looking in on his past, in some scenese literally, facing his own advancing years - rolling back the years for a generation. All in all, it is formulaic and routine in plot with twists that creak a little when they force the envelope. But it is a first-rate cinematic experience without pretension, an exhilarating action picture with outstanding aerial footage."
clreykdal,"Aug 17, 2022",2,"Is everyone brainwashed?
What an absolutely tacky cheesy movie in every possible way. Tom and his over rated garbage once again. But it really brings in the money. Unreal. A good movie if you are taking flying lessons I guess.."
thanpapadopoulos,"Aug 12, 2022",9,"Nice movie
Very nice movie only in the end is a little bit far-fetched. I mean maverick is good but no one is that good to pull this off. Also if someone wants to see how a real operation is done the movie provides a pretty legit way of how things are done in a military airborne mission .The acting is good and the movie brings you a sense of nostalgia about the old movie making you wanna see it again ."
jogibs,"Jun 3, 2022",10,"GEN-X: Here is your nostalgia movie on crack
Amazing! Yes, yes, yes....better than the first but in a diffrent way. You get to relive the excitement of your youth with an upscale action movie and no terribly sappy love stories. OMG. 10/10."
ikezac,"Jul 7, 2022",9,"Fantastic - Epic - Marvelous
Great movie with amazing depth. Enjoy every moment of the movie make u doesnt want to move from your seat.

Action, thrill, graphic, script, character all in perfect order.

Thanks for the great movie."
donschumacher-01201,"Jul 20, 2022",10,"MUST SEE
Sequels to blockbusters don't always work, this one may actually be better. Even though this one's called Maverick, the story is focused on more characters than the original. That also allows for a deeper story. Cinematography achieved what they set out to do. Very impressed, well done."
jetleungpw,"Jul 1, 2022",10,"This is what a movie is called
Best movie in the nearest decade. Everything is perfect. The script,bgms,songs,conflicts between characters...It makes your jaws drop down every single second during this film. I went into the cinema with a normal state of mind. It is incredible to make a teenager to love this film with just two hours. I have never watched top gun(1986)before. This is a movie that everyone an fully enjoy and take a rollercoaster ride with Tom Cruise."
darthfantastic,"Jun 5, 2022",10,"A movie that will inspire many generations!
This movie has a great balance between action, emotion and nostalgia. When this happens, it becomes more than a movie. Knowing how the original Top Gun inspired the generation of its time, this one will surely motivate not only this generation but future generations as well.

When the original Top Gun came out, I was only a child. After 36 years, as I get older, while struggling in life to achieve something that hopefully transcends my generation, seeing Top Cruise on the screen with the same Maverick character trying to achieve the same thing as he struggles in life touched me deeply at a different level. I felt the feeling of getting older while struggling to continue to be the best of the best despite all odds life brings. What Tom Cruise did on the screen to tell the remaining part of Maverick's story literally after 36 years, as he gets older, was no acting, it was real. And that's why this movie is unique and definitely worth watching."
JurijFedorov,"Nov 6, 2022",7,"Very basic by the numbers, but great flying
Good sequel, but plays it way too safe.

In a modern day where Hollywood is trying to reboot everything and modernize it so much that they remove all the simple brutal atmospheres of years ago it's nice that we finally get a proper sequel faithful to the universe of the past. Characters have not lazily been replaced for representation or to add popular young stars. We get Tom Cruise flying and fighting himself. Without this the movie just wouldn't work as it would be a reboot. We also get the same beats as in the original. To a degree where it feels like a remake at times. But they refer back to the original story that was quite a spectacular movie which makes this movie so much better as it feels like things matter. Because the new guys need time to grow on us. You can't just replace characters and think we will like the new ones automatically. Instead the movie relies on nostalgia and just builds on top of what the first one did while adding a bit new to it. Pretty smart idea.

We get fast flying, proper training for the dangerous mission, and Maverick doing stupid stuff in the air while being the best pilot around. Pretty cool. Especially the mission has some great dog fights. The movie knows what it needs to do. On the other hand it plays it extremely safe. It's basically the same story repeated and the scenes are rapidly flashing in front of our eyes. We seldom follow characters around. Scenes just come and go in short moments and we jump from location to location often even missing key decisions and events. Clearly this was a 3 hour long movie and script they cut down to 2 hours. This also means we are missing quite a bit of the storyline. They also lazily try to force in a terribly done romance that was unbearably cringe to watch. You need something for the women too, but at least make it well. This was clearly just plastered in to entice another part of the audience. For me it made the movie quite a bit worse. In the original the romance worked because it was part of the story not just outside the story.

Overall it was a fun watch. But it's a very basic action movie. There is not much dependence on acting, emotions, depth, relationships. It's some flying and the most cliche scenes you can imagine. The high quality flying on screen is groundbreaking though. We don't see this level of flying in other movies. You really feel like you are flying with them at times. Which really does make and save the movie. But in 1 week I will have forgotten much of the plot as it's just not that interesting or important. We for example never see the face of any enemy and never really see any conclusion to the pilots or their careers. They also don't have personal lives. I figured there would be some girlfriends and wives. Maybe some kids. Nope, zero of that anywhere. Just people who are good at flying. Right, that's fine, but you need to show us they are real people. You already put in a female pilot on this top team. Something that is not seen in real life. So do something with this character. Instead she is just a pilot. She could have been a man and nothing much would change except for a few jokes. They could have made her date someone and let us care so much more about her life. Maybe she has a son at home and has just started to date another pilot. That would make it more emotional. Instead they are just ... people. Just good at flying. It should have been more. But for a sequel it's way better than expected."
jk_99,"Jun 3, 2022",9,"Yes it really is that good
If you are fan of classic 80's movies like I am, you will love this. It's your typical 80's storyline of the bad guys are up to something and we need a hero to go and stop them, nothing else except that.

We have had a spate of bad remakes and sequels, so it's easy to think that this will follow the trend of poor movies that cash in on a name and introduce all sorts of modern language and concepts that many of us don't really like. This does none of that, it really pays homage to the original and gives us a new story with Maverick that gets you invested and makes you care.

Apart from the great performance from Tom Cruise who seems to defy age with a great performance full of energy and range, Miles Teller is the standout. He is truly believable as Goose's son, and that is key to why the movie works so well. The tension between the two underpins the plot. The flight sequences are also very well done, we really don't get movies like this anymore because drone strikes have made this kind of thing redundant so I'd forgotten how great flight sequences can be.

I highly recommend you go see this, it will take your breath away!"
Adeeb-ghazal,"Aug 25, 2022",6,"Nice ingredients for Tropic Thunder sequel .
Where to start from ?

To make it short : This was a nice nostalgic long video clip to follow up on the original movie, with amazing sound and realistic flight scenes, close to reality parameters and fighters performance ( although certain G force numbers are out of any standard and are exclusive to Tom Cruise)

There was no story , no twist , every thing is predicted( the reaction on their face when they found out the guy from the bar is the legendary teacher , really? , and the worst was the classic heroic sound track which I thought no body will ever use again , but unfortunately they did ..

This movie would be a rich material for Ben stellar to make ( tropic thunder 2) ."
SwissCheeze,"Jul 23, 2022",1,"Are these reviews being bought by the military industrial complex?
Went with an open mind. Didn't expect anything from the movie. Hadn't even seen a trailer until the reviews were claiming it was a masterpiece, so I decided to check it out. Predictable plot, no stakes, CHEESIEST dialogue you ever heard, piss poor character development, boring plot, etc. This movie is such a waste of time. Was rolling my eyes at Tom Cruise's cheesiness. And Jennifer Connelly's character was so embarrassingly cringe. Also why was the edgy Air Force guy smiling throughout every single line of his. Again, the best way I'd describe this movie is cheesy. What a ridiculous movie."
cameronblackalb,"Jun 3, 2022",10,"Great experience
Amazing experience watching movie in IMAX4D, must watch movie with amazing action screens, the story of the movie is predictable but not the ending. Love you Tom Cruise for this amazing experience."
shrikantpande2000-154-301655,"May 31, 2022",9,"Goosebumps all over ...
*Top Gun Maverick*

*Top Gun Maverick*, an eight years long project in film making was completed in early 2020 and was to be released in July 2020 but due to Covid Pandemic the release dates changed 5 times. And finally the film hit the theaters on 27th June 2022. It was almost 35 years after the first film Top Gun released in 1986 which was my all time fav film and must have seen over a dozen times. The film had great actors' ensemble Tom Cruise, Kelly McGillis, Val Kilmer, Tom Skeritt, Tim Robbins and a special apperance of Meg Ryan. All wonderful starcast. To add a more spice to the fast paced movie, it had a wonderful soundtrack and music composed by Harold Faltermayer and songs by famous singers and rock bands like Kenny Loggins, Teena Marie, Cheap Trick, Miami Sound Machine, Berlin (You take my breath away) and of course the great Top Gun Anthem composed by Harold Faltermayer.

With all this aspects, yesterday we went to see Top Gun Maverick, with so many questions in mind. Does the new film have all same starcast ? Except Tom Cruise and Val Kilmer. Was there any replacement of stars ? What about the soundtrack and music of the film ? How about the dog fight scenes in the films ? The excitement of watching the film was at its peak. Goosebumps all over during watching film. The film also gave a nostalgic feeling in the the opening credits and opening scene with same Top Gun anthem played as in the first film, Meg Ryan appears for some time in a flashback scene. There is a good and refreshing entry of Jennifer Connely and Miles Teller as the ""Rooster"". Tom Cruise the ""Maverick"" is fantastic as ever. Val Kilmer as the ""Ice"" gave brilliant and a small appearance. The dialogs between Maverick and Ice makes you emotional. There are fast paced and beautifully shot flight scenes of F-18 jet planes, partcularly the jets flying in the canyons and the dog fights and the ariel combats. The soundtrack of film is spendid and best part is that the original Top Gun Anthem is retained in the film. Hans Zimmer joins with Harold Faltermayer to compose the music, songs and the background scores of the film. All and all a wonderful experience to watch the film in the theater. For all those Top Gun fans out there, will find 3 types of Goosebumps, pre-movie, during the film and post-movie. A must watch film for all !!!!"
wiesl,"Jun 17, 2022",10,"Stunning & unique Masterclass Movie
Even after watching it the 3rd time, I cannot get enough if it. The first version has set the tone and created a certain flair, the second version continues with that special atmosphere and adopts it perfectly to the 2020s. Great acting, terrific selection of characters, unbelievable flight sequences and perfect score deliver goosebumps all over. Feelings of passion and joy while / after watching qualifies this movie to be seen over an over again! Thank you Tom Cruise, this is awesome!"
hasanozeri,"Jun 18, 2022",9,"Super
With Tom Cruise the film is absolutely fantastic thanks for all players and crew excellent job i doubted when i was going to see but it was worth it espicially aircraft sceres."
xwiibmdn,"Jun 20, 2022",10,"Great sequel
A rare nostalgic film that lives up to its expectations and even surpasses them. I wasn't a big fan of the original movie, but I really enjoyed watching this sequel."
gauravscorpio10,"Jun 8, 2022",10,"Testament of Studio Filmmaking in the Era of CGI.
Top Gun Maverick is a profound cinematic experience with marvelous actions, heart-touching emotions, and exceptional cinematography. This movie is a testament to what studio filmmaking should be all about in the era of CGI."
Raydio,"Aug 28, 2022",6,"Entertaining flight scenes, but little else
I had high expectations for ""Top Gun Maverick"", considering the hype and an IMDB rating of 8.5. But it became all too apparent within the first few minutes of the opening scenes, that this ""new"" film was basically a rehash of the original Top Gun, with updated aircraft and a lot more focus on Tom Cruise. The dialogue was mostly average, and often cringeworthy, and very cliched. But it's not all bad news either. The fighter jet scenes are nothing short of exhilarating, and you can see that a lot of effort went into filming them. Sound effects of the jets in action add to the immersive experience of this film. All in all though, I came away with the sense that I'd pretty much seen it all before (I just re-watched the original with my daughter before watching the new film), and the outcome was ever so predictable. I have no idea why this film is currently rated as the 58th greatest movie of all time. That's an insult to some truly exceptional films which are ranked well below this one. For a film to be ranked in the Top100 of all time I think it needs to be more than a mere 2-hour entertaining diversion, it really needs a solid script, engaging characters, and a story that that we might still be thinking about long after the hype dies down."
jimtoptsidis,"Jul 7, 2022",10,"An amazing sequel despite the fact that it was 36 years later
It was an amazing movie. The feeling you get when you walk in the cinema can't be explained. What surprised me was that it was way better than the original movie. Every character was well developed and they all had unique personalities. Miles teller did a wonderful job playing rooster. He brought back goose vibes. Phoenix was an amazing addition. Hangman's personality was similar to iceman's. He left his ego behind and saved the squad. It is an all time favorite for me."
Giuseppe_Silecchia,"Jan 12, 2025",7,"A thrilling, emotional return to the skies with Maverick
Top Gun: Maverick (2022), directed by Joseph Kosinski, is a triumphant return to the high-flying action and emotional depth that made its predecessor iconic. Tom Cruise reprises his role as Pete ""Maverick"" Mitchell, now a seasoned Navy aviator who remains a test pilot, dodging promotions that would ground him. When he's tasked with training a group of Top Gun graduates for a high-stakes mission, he finds himself mentoring the son of his late friend and Radar Intercept Officer, Nick ""Goose"" Bradshaw, whose death has haunted him for decades. The film explores Maverick's struggle with his past, his fears, and his connection to the next generation of pilots, all while delivering heart-pounding aerial combat sequences.

The story, while familiar in its themes of redemption and confronting past demons, is brought to life by the powerful performances of the cast. Tom Cruise, as always, exudes charisma and emotional depth as Maverick, portraying a man caught between the thrill of flying and the weight of his past. Miles Teller, as Lt. Bradley ""Rooster"" Bradshaw, brings a compelling mix of defiance and vulnerability to his role, effectively capturing the tension and unresolved grief between Maverick and Rooster. Jennifer Connelly also shines as Penny, Maverick's love interest, providing both warmth and complexity to her character.

The film's pacing is deliberate, allowing time for character development before launching into its exhilarating flight sequences. The aerial combat scenes are nothing short of spectacular, with breathtaking cinematography and practical effects that place the audience directly in the cockpit. The sound design and music, including the iconic ""Danger Zone,"" heighten the adrenaline of the action and the emotional stakes of the story.

Top Gun: Maverick is not just a nostalgic ride for fans of the original film; it is a testament to the power of personal growth, legacy, and sacrifice. The film excels in balancing high-octane action with moments of quiet reflection, making it both thrilling and emotionally resonant. While some of the plot beats may feel predictable, the emotional payoff is earned, especially in the film's powerful finale.

Rating: 7/10. A thrilling, action-packed sequel that explores themes of redemption and legacy, anchored by strong performances and unforgettable aerial sequences."
julieshotmail,"Sep 24, 2022",4,"A prime example of all hype, no substance
The handsome and always-bankable Tom Cruise gets me duped into shelling out $5.99 to rent this. After $1.4 billion+ worldwide gross earnings at the box office and nonstop heavy promotion, I feel compelled to join the bandwagon to revel in this cinematic experience. Fifteen minutes in, I am still giving the movie the benefit of the doubt that something ground-breaking is about to happen. Instead, the shallow, cheesy dialogue continues for the rest of the movie, making all of the characters one-dimensional, even Maverick. Why is Maverick so humble and smiling all the time while the rest of the characters are obnoxious braggarts? It seems that the budget is mostly focused on the set, props, and g-force training for the actors, and they've forgotten to come up with a good script and decent character development. The casting of Jennifer Connelly is a poor choice. Next to the charming Tom Cruise, she has zero charm and therefore there is zero chemistry between them. I should have read the bad reviews first before renting this, instead I trusted Tom Cruise and the movie's box office success, and now I'm $6 and 2 hours in the hole."
bosullivan2-719-143250,"Jun 7, 2022",10,"Instant classic.
What a rush. This movie was just so much fun. So much heart. So many thrills. Edge of your seat moments. Rare you get all of these things right. I had a blast watching and cannot wait to watch again.

Every shot is iconic. You could pause this movie anywhere for a classic movie moment to frame. There's so many things to admire and soak in.

Tom Cruise. Enough said. The man will go down as a movie legend. Already was, but this movie shoots him into the stratosphere. His persona throughout, his guidance to the other actors. He's a real movie star. Up there with James Dean, Steve McQueen. A legend in his own right.

The effects, if you can even call them that, are insane. I've never had so much fun in a cinema. You feel like you're right there in the cockpit because the actors really are. Makes such a difference to know it was all shot for real. Will make it very tough for other airplane movies moving forward. Just breath taking stunts.

So it's an instant classic. One you'll want to share with everyone you know. Take your kids, grandkids, so they don't miss it on the big screen. Like Jurassic Park, it's a moment in film history to enjoy being part of! A must-watch, movie event of the year. Worth the wait! Thank you Mr. Cruise. Keep the hits coming!"
